S3: N=20, L=20, pop=60
S192: N=37, L=50, pop=137
S202: N=29, L=24, pop=77
S210: N=33, L=23, pop=79
S211: N=20, L=36, pop=92
S213: N=31, L=27, pop=85
S219: N=54, L=31, pop=116
S224: N=19, L=28, pop=75
S225: N=25, L=27, pop=79
S356: N=20, L=23, pop=66
S361: N=28, L=19, pop=66
S370: N=14, L=34, pop=82
S377: N=34, L=20, pop=74
S381: N=32, L=28, pop=88
S384: N=21, L=23, pop=67
S392: N=15, L=50, pop=115
S398: N=40, L=16, pop=72
S401: N=39, L=19, pop=77
S411: N=31, L=30, pop=91
S414: N=32, L=30, pop=92
S418: N=17, L=53, pop=123
S419: N=40, L=47, pop=134
S427: N=33, L=16, pop=65
S434: N=35, L=22, pop=79
S438: N=15, L=17, pop=49
S659: N=33, L=22, pop=77
S668: N=28, L=23, pop=74
S676: N=25, L=41, pop=107
S949: N=20, L=20, pop=60
S951: N=21, L=21, pop=63
S954: N=26, L=27, pop=80
S955: N=11, L=23, pop=57
S959: N=19, L=37, pop=93
S968: N=23, L=30, pop=83
S977: N=21, L=20, pop=61
S979: N=34, L=27, pop=88
S981: N=26, L=25, pop=76
S982: N=26, L=22, pop=70
S992: N=27, L=33, pop=93
S998: N=26, L=23, pop=72
S1000: N=23, L=27, pop=77
S1008: N=23, L=21, pop=65
S1010: N=15, L=21, pop=57
S1012: N=14, L=30, pop=74
S1019: N=29, L=14, pop=57
S1375: N=23, L=29, pop=81
S1385: N=23, L=29, pop=81
S1395: N=21, L=16, pop=53
S1401: N=28, L=29, pop=86
S1407: N=16, L=25, pop=66
S1410: N=30, L=28, pop=86
S1418: N=28, L=23, pop=74
S1428: N=28, L=18, pop=64
S1436: N=24, L=27, pop=78
S1437: N=17, L=16, pop=49
S1821: N=20, L=20, pop=60
S1825: N=20, L=20, pop=60
S1829: N=20, L=20, pop=60
S1839: N=20, L=20, pop=60
S1840: N=20, L=20, pop=60
S1845: N=20, L=20, pop=60
S1846: N=20, L=20, pop=60
S1853: N=20, L=20, pop=60
S1854: N=20, L=20, pop=60
S1855: N=20, L=20, pop=60
S1856: N=20, L=20, pop=60
S1865: N=20, L=20, pop=60
S1869: N=20, L=20, pop=60
S1872: N=20, L=20, pop=60
S1877: N=20, L=20, pop=60
S1882: N=20, L=20, pop=60
S1889: N=20, L=20, pop=60
S1891: N=20, L=20, pop=60
S3: N=64, L=34, pop=132
S8: N=30, L=27, pop=84
S10: N=63, L=32, pop=127
S15: N=35, L=32, pop=99
S23: N=40, L=17, pop=74
S31: N=32, L=27, pop=86
S32: N=48, L=12, pop=72
S39: N=53, L=29, pop=111
S41: N=24, L=31, pop=86
S47: N=34, L=35, pop=104
S52: N=38, L=68, pop=174
S58: N=35, L=39, pop=113
S61: N=21, L=45, pop=111
S63: N=29, L=43, pop=115
S72: N=26, L=42, pop=110
S76: N=46, L=42, pop=130
S182: N=50, L=37, pop=124
S188: N=24, L=23, pop=70
S189: N=41, L=28, pop=97
S192: N=44, L=45, pop=134
S202: N=38, L=26, pop=90
S210: N=28, L=24, pop=76
S211: N=29, L=39, pop=107
S213: N=41, L=37, pop=115
S219: N=62, L=32, pop=126
S224: N=19, L=29, pop=77
S225: N=31, L=34, pop=99
S356: N=18, L=27, pop=72
S361: N=27, L=23, pop=73
S370: N=20, L=30, pop=80
S377: N=43, L=17, pop=77
S381: N=41, L=25, pop=91
S384: N=16, L=19, pop=54
S392: N=24, L=53, pop=130
S398: N=37, L=22, pop=81
S401: N=45, L=23, pop=91
S411: N=31, L=25, pop=81
S414: N=33, L=27, pop=87
S418: N=17, L=61, pop=139
S419: N=41, L=45, pop=131
S427: N=40, L=18, pop=76
S434: N=39, L=31, pop=101
S438: N=24, L=13, pop=50
S659: N=40, L=28, pop=96
S668: N=24, L=30, pop=84
S676: N=29, L=46, pop=121
S949: N=24, L=21, pop=66
S951: N=30, L=20, pop=70
S954: N=23, L=28, pop=79
S955: N=10, L=27, pop=64
S959: N=17, L=40, pop=97
S968: N=33, L=30, pop=93
S977: N=29, L=16, pop=61
S979: N=33, L=35, pop=103
S981: N=26, L=30, pop=86
S982: N=35, L=23, pop=81
S992: N=37, L=30, pop=97
S998: N=21, L=20, pop=61
S1000: N=30, L=23, pop=76
S1008: N=31, L=27, pop=85
S1010: N=22, L=27, pop=76
S1012: N=19, L=34, pop=87
S1019: N=35, L=24, pop=83
S1375: N=21, L=30, pop=81
S1385: N=23, L=35, pop=93
S1395: N=22, L=17, pop=56
S1401: N=28, L=37, pop=102
S1407: N=21, L=32, pop=85
S1410: N=36, L=37, pop=110
S1418: N=36, L=18, pop=72
S1428: N=38, L=20, pop=78
S1436: N=31, L=23, pop=77
S1437: N=21, L=19, pop=59
S1821: N=28, L=15, pop=58
S1825: N=21, L=30, pop=81
S1829: N=28, L=21, pop=70
S1839: N=20, L=24, pop=68
S1840: N=17, L=29, pop=75
S1845: N=20, L=28, pop=76
S1846: N=27, L=25, pop=77
S1853: N=15, L=23, pop=61
S1854: N=23, L=23, pop=69
S1855: N=18, L=23, pop=64
S1856: N=22, L=24, pop=70
S1865: N=29, L=21, pop=71
S1869: N=20, L=23, pop=66
S1872: N=19, L=24, pop=67
S1877: N=28, L=23, pop=74
S1882: N=15, L=29, pop=73
S1889: N=19, L=23, pop=65
S1891: N=30, L=22, pop=74
S2424: N=20, L=20, pop=60
S2434: N=20, L=20, pop=60
S2436: N=20, L=20, pop=60
S2437: N=20, L=20, pop=60
S2447: N=20, L=20, pop=60
S2456: N=20, L=20, pop=60
S2458: N=20, L=20, pop=60
S2464: N=20, L=20, pop=60
S2470: N=20, L=20, pop=60
S2479: N=20, L=20, pop=60
S2488: N=20, L=20, pop=60
S2498: N=20, L=20, pop=60
S2507: N=20, L=20, pop=60
S2516: N=20, L=20, pop=60
S2520: N=20, L=20, pop=60
S2524: N=20, L=20, pop=60
S2532: N=20, L=20, pop=60
S2536: N=20, L=20, pop=60
S3: N=68, L=39, pop=146
S8: N=38, L=26, pop=90
S10: N=60, L=33, pop=126
S15: N=37, L=39, pop=115
S23: N=43, L=16, pop=75
S31: N=39, L=25, pop=89
S32: N=43, L=21, pop=85
S39: N=62, L=27, pop=116
S41: N=31, L=36, pop=103
S47: N=42, L=37, pop=116
S52: N=33, L=76, pop=185
S58: N=44, L=48, pop=140
S61: N=22, L=49, pop=120
S63: N=31, L=52, pop=135
S72: N=29, L=42, pop=113
S76: N=46, L=47, pop=140
S182: N=58, L=45, pop=148
S188: N=30, L=31, pop=92
S189: N=49, L=31, pop=111
S192: N=54, L=43, pop=140
S202: N=39, L=30, pop=99
S210: N=33, L=26, pop=85
S211: N=26, L=45, pop=116
S213: N=38, L=45, pop=128
S219: N=71, L=31, pop=133
S224: N=25, L=25, pop=75
S225: N=30, L=31, pop=92
S356: N=27, L=28, pop=83
S361: N=35, L=28, pop=91
S370: N=29, L=34, pop=97
S377: N=47, L=16, pop=79
S381: N=36, L=30, pop=96
S384: N=12, L=14, pop=40
S392: N=19, L=59, pop=137
S398: N=47, L=18, pop=83
S401: N=54, L=19, pop=92
S411: N=34, L=24, pop=82
S414: N=42, L=22, pop=86
S418: N=23, L=58, pop=139
S419: N=46, L=48, pop=142
S427: N=37, L=17, pop=71
S434: N=39, L=38, pop=115
S438: N=20, L=22, pop=64
S659: N=42, L=33, pop=108
S668: N=31, L=33, pop=97
S676: N=38, L=45, pop=128
S949: N=30, L=16, pop=62
S951: N=33, L=26, pop=85
S954: N=30, L=36, pop=102
S955: N=8, L=31, pop=70
S959: N=19, L=46, pop=111
S968: N=39, L=37, pop=113
S977: N=31, L=25, pop=81
S979: N=42, L=43, pop=128
S981: N=26, L=35, pop=96
S982: N=45, L=32, pop=109
S992: N=43, L=40, pop=123
S998: N=22, L=16, pop=54
S1000: N=40, L=30, pop=100
S1008: N=30, L=24, pop=78
S1010: N=21, L=37, pop=95
S1012: N=18, L=40, pop=98
S1019: N=42, L=34, pop=110
S1375: N=30, L=30, pop=90
S1385: N=27, L=38, pop=103
S1395: N=18, L=25, pop=68
S1401: N=38, L=35, pop=108
S1407: N=22, L=33, pop=88
S1410: N=35, L=33, pop=101
S1418: N=46, L=25, pop=96
S1428: N=40, L=21, pop=82
S1436: N=38, L=21, pop=80
S1437: N=27, L=27, pop=81
S1821: N=34, L=25, pop=84
S1825: N=16, L=29, pop=74
S1829: N=30, L=21, pop=72
S1839: N=22, L=32, pop=86
S1840: N=27, L=32, pop=91
S1845: N=16, L=29, pop=74
S1846: N=25, L=32, pop=89
S1853: N=22, L=30, pop=82
S1854: N=30, L=33, pop=96
S1855: N=23, L=22, pop=67
S1856: N=21, L=27, pop=75
S1865: N=35, L=24, pop=83
S1869: N=29, L=27, pop=83
S1872: N=27, L=26, pop=79
S1877: N=24, L=30, pop=84
S1882: N=22, L=35, pop=92
S1889: N=15, L=26, pop=67
S1891: N=32, L=19, pop=70
S2424: N=21, L=28, pop=77
S2434: N=28, L=30, pop=88
S2436: N=16, L=22, pop=60
S2437: N=27, L=30, pop=87
S2447: N=17, L=18, pop=53
S2456: N=23, L=15, pop=53
S2458: N=18, L=16, pop=50
S2464: N=28, L=29, pop=86
S2470: N=21, L=22, pop=65
S2479: N=20, L=17, pop=54
S2488: N=18, L=21, pop=60
S2498: N=16, L=15, pop=46
S2507: N=21, L=22, pop=65
S2516: N=26, L=29, pop=84
S2520: N=21, L=29, pop=79
S2524: N=21, L=19, pop=59
S2532: N=15, L=28, pop=71
S2536: N=25, L=16, pop=57
S3155: N=20, L=20, pop=60
S3: N=78, L=34, pop=146
S8: N=40, L=25, pop=90
S10: N=66, L=39, pop=144
S15: N=39, L=43, pop=125
S23: N=39, L=21, pop=81
S31: N=43, L=29, pop=101
S32: N=45, L=31, pop=107
S39: N=63, L=34, pop=131
S41: N=41, L=41, pop=123
S47: N=37, L=39, pop=115
S52: N=31, L=75, pop=181
S58: N=41, L=57, pop=155
S61: N=32, L=55, pop=142
S63: N=38, L=54, pop=146
S72: N=32, L=52, pop=136
S76: N=45, L=50, pop=145
S182: N=60, L=52, pop=164
S188: N=27, L=31, pop=89
S189: N=57, L=40, pop=137
S192: N=57, L=42, pop=141
S202: N=47, L=31, pop=109
S210: N=32, L=33, pop=98
S211: N=23, L=41, pop=105
S213: N=34, L=47, pop=128
S219: N=70, L=28, pop=126
S224: N=33, L=35, pop=103
S225: N=38, L=41, pop=120
S356: N=36, L=24, pop=84
S361: N=43, L=38, pop=119
S370: N=36, L=44, pop=124
S377: N=56, L=25, pop=106
S381: N=43, L=32, pop=107
S384: N=7, L=24, pop=55
S392: N=26, L=68, pop=162
S398: N=42, L=19, pop=80
S401: N=58, L=26, pop=110
S411: N=42, L=30, pop=102
S414: N=41, L=17, pop=75
S418: N=20, L=66, pop=152
S419: N=56, L=45, pop=146
S427: N=40, L=27, pop=94
S434: N=42, L=45, pop=132
S438: N=17, L=22, pop=61
S659: N=47, L=31, pop=109
S668: N=39, L=32, pop=103
S676: N=35, L=47, pop=129
S949: N=28, L=26, pop=80
S951: N=43, L=33, pop=109
S954: N=32, L=39, pop=110
S955: N=16, L=36, pop=88
S959: N=28, L=56, pop=140
S968: N=36, L=41, pop=118
S977: N=36, L=22, pop=80
S979: N=46, L=49, pop=144
S981: N=26, L=40, pop=106
S982: N=49, L=30, pop=109
S992: N=45, L=35, pop=115
S998: N=17, L=14, pop=45
S1000: N=46, L=31, pop=108
S1008: N=29, L=24, pop=77
S1010: N=25, L=33, pop=91
S1012: N=17, L=42, pop=101
S1019: N=48, L=34, pop=116
S1375: N=25, L=31, pop=87
S1385: N=34, L=38, pop=110
S1395: N=19, L=25, pop=69
S1401: N=38, L=30, pop=98
S1407: N=32, L=28, pop=88
S1410: N=36, L=36, pop=108
S1418: N=44, L=20, pop=84
S1428: N=46, L=31, pop=108
S1436: N=44, L=21, pop=86
S1437: N=26, L=28, pop=82
S1821: N=44, L=29, pop=102
S1825: N=14, L=34, pop=82
S1829: N=28, L=31, pop=90
S1839: N=25, L=28, pop=81
S1840: N=23, L=27, pop=77
S1845: N=15, L=25, pop=65
S1846: N=31, L=29, pop=89
S1853: N=23, L=30, pop=83
S1854: N=35, L=32, pop=99
S1855: N=20, L=32, pop=84
S1856: N=30, L=30, pop=90
S1865: N=40, L=23, pop=86
S1869: N=29, L=27, pop=83
S1872: N=22, L=22, pop=66
S1877: N=23, L=28, pop=79
S1882: N=23, L=42, pop=107
S1889: N=11, L=29, pop=69
S1891: N=38, L=28, pop=94
S2424: N=30, L=32, pop=94
S2434: N=23, L=29, pop=81
S2436: N=17, L=20, pop=57
S2437: N=25, L=31, pop=87
S2447: N=25, L=19, pop=63
S2456: N=22, L=11, pop=44
S2458: N=28, L=15, pop=58
S2464: N=27, L=27, pop=81
S2470: N=29, L=30, pop=89
S2479: N=17, L=16, pop=49
S2488: N=18, L=16, pop=50
S2498: N=24, L=23, pop=70
S2507: N=18, L=30, pop=78
S2516: N=32, L=37, pop=106
S2520: N=27, L=32, pop=91
S2524: N=20, L=22, pop=64
S2532: N=24, L=36, pop=96
S2536: N=25, L=11, pop=47
S3155: N=26, L=16, pop=58
S3741: N=20, L=20, pop=60
S3742: N=20, L=20, pop=60
S3: N=88, L=39, pop=166
S8: N=44, L=22, pop=88
S10: N=71, L=46, pop=163
S15: N=41, L=39, pop=119
S23: N=48, L=28, pop=104
S31: N=40, L=37, pop=114
S32: N=46, L=28, pop=102
S39: N=58, L=42, pop=142
S41: N=36, L=50, pop=136
S47: N=35, L=37, pop=109
S52: N=31, L=82, pop=195
S58: N=45, L=65, pop=175
S61: N=34, L=61, pop=156
S63: N=42, L=52, pop=146
S72: N=37, L=50, pop=137
S76: N=51, L=57, pop=165
S182: N=55, L=48, pop=151
S188: N=36, L=27, pop=90
S189: N=53, L=47, pop=147
S192: N=62, L=50, pop=162
S202: N=53, L=40, pop=133
S210: N=37, L=35, pop=107
S211: N=18, L=42, pop=102
S213: N=31, L=54, pop=139
S219: N=76, L=28, pop=132
S224: N=30, L=35, pop=100
S225: N=47, L=39, pop=125
S356: N=43, L=19, pop=81
S361: N=46, L=48, pop=142
S370: N=32, L=42, pop=116
S377: N=66, L=21, pop=108
S381: N=41, L=30, pop=101
S384: N=14, L=25, pop=64
S392: N=23, L=72, pop=167
S398: N=39, L=20, pop=79
S401: N=66, L=31, pop=128
S411: N=52, L=35, pop=122
S414: N=45, L=24, pop=93
S418: N=27, L=69, pop=165
S419: N=52, L=44, pop=140
S427: N=46, L=26, pop=98
S434: N=46, L=52, pop=150
S438: N=17, L=31, pop=79
S659: N=57, L=41, pop=139
S668: N=48, L=36, pop=120
S676: N=31, L=54, pop=139
S949: N=34, L=22, pop=78
S951: N=45, L=29, pop=103
S954: N=34, L=48, pop=130
S955: N=25, L=39, pop=103
S959: N=27, L=64, pop=155
S968: N=45, L=44, pop=133
S977: N=43, L=28, pop=99
S979: N=43, L=46, pop=135
S981: N=32, L=39, pop=110
S982: N=45, L=27, pop=99
S992: N=43, L=36, pop=115
S998: N=27, L=14, pop=55
S1000: N=44, L=26, pop=96
S1008: N=38, L=26, pop=90
S1010: N=31, L=36, pop=103
S1012: N=16, L=42, pop=100
S1019: N=49, L=41, pop=131
S1375: N=21, L=27, pop=75
S1385: N=43, L=33, pop=109
S1395: N=18, L=24, pop=66
S1401: N=41, L=29, pop=99
S1407: N=33, L=38, pop=109
S1410: N=43, L=43, pop=129
S1418: N=47, L=19, pop=85
S1428: N=43, L=36, pop=115
S1436: N=50, L=22, pop=94
S1437: N=24, L=35, pop=94
S1821: N=53, L=35, pop=123
S1825: N=16, L=30, pop=76
S1829: N=27, L=30, pop=87
S1839: N=24, L=36, pop=96
S1840: N=23, L=27, pop=77
S1845: N=16, L=34, pop=84
S1846: N=30, L=37, pop=104
S1853: N=26, L=29, pop=84
S1854: N=45, L=35, pop=115
S1855: N=21, L=36, pop=93
S1856: N=36, L=34, pop=104
S1865: N=50, L=27, pop=104
S1869: N=29, L=26, pop=81
S1872: N=24, L=24, pop=72
S1877: N=22, L=33, pop=88
S1882: N=21, L=46, pop=113
S1889: N=11, L=31, pop=73
S1891: N=36, L=30, pop=96
S2424: N=40, L=35, pop=110
S2434: N=20, L=39, pop=98
S2436: N=20, L=20, pop=60
S2437: N=25, L=37, pop=99
S2447: N=25, L=22, pop=69
S2456: N=17, L=14, pop=45
S2458: N=26, L=14, pop=54
S2464: N=30, L=33, pop=96
S2470: N=32, L=38, pop=108
S2479: N=19, L=16, pop=51
S2488: N=19, L=12, pop=43
S2498: N=19, L=26, pop=71
S2507: N=18, L=39, pop=96
S2516: N=41, L=42, pop=125
S2520: N=34, L=34, pop=102
S2524: N=15, L=30, pop=75
S2532: N=24, L=43, pop=110
S2536: N=35, L=11, pop=57
S3155: N=34, L=14, pop=62
S3741: N=18, L=21, pop=60
S3742: N=21, L=16, pop=53
S4379: N=20, L=20, pop=60
S4387: N=20, L=20, pop=60
S4391: N=20, L=20, pop=60
S4397: N=20, L=20, pop=60
S4401: N=20, L=20, pop=60
S4403: N=20, L=20, pop=60
S4411: N=20, L=20, pop=60
S4421: N=20, L=20, pop=60
S4428: N=20, L=20, pop=60
S3: N=95, L=37, pop=169
S8: N=44, L=31, pop=106
S10: N=70, L=46, pop=162
S15: N=37, L=35, pop=107
S23: N=45, L=24, pop=93
S31: N=37, L=42, pop=121
S32: N=53, L=37, pop=127
S39: N=59, L=52, pop=163
S41: N=36, L=52, pop=140
S47: N=35, L=35, pop=105
S52: N=31, L=83, pop=197
S58: N=55, L=64, pop=183
S61: N=39, L=57, pop=153
S63: N=51, L=50, pop=151
S72: N=38, L=52, pop=142
S76: N=49, L=60, pop=169
S182: N=52, L=43, pop=138
S188: N=33, L=31, pop=95
S189: N=56, L=47, pop=150
S192: N=57, L=50, pop=157
S202: N=56, L=48, pop=152
S210: N=46, L=30, pop=106
S211: N=17, L=49, pop=115
S213: N=36, L=62, pop=160
S219: N=75, L=29, pop=133
S224: N=29, L=37, pop=103
S225: N=43, L=34, pop=111
S356: N=50, L=21, pop=92
S361: N=46, L=49, pop=144
S370: N=38, L=43, pop=124
S377: N=70, L=18, pop=106
S381: N=46, L=40, pop=126
S384: N=14, L=27, pop=68
S392: N=32, L=80, pop=192
S398: N=44, L=29, pop=102
S401: N=71, L=39, pop=149
S411: N=58, L=40, pop=138
S414: N=45, L=21, pop=87
S418: N=36, L=67, pop=170
S419: N=61, L=54, pop=169
S427: N=47, L=36, pop=119
S434: N=55, L=60, pop=175
S438: N=13, L=37, pop=87
S659: N=53, L=46, pop=145
S668: N=46, L=44, pop=134
